interaction_id,interaction_date,agent_id,hcp_id,client_id,channel,interaction_type,duration_minutes,connected,outcome,next_best_action,sentiment_score,script_adherence_pct,compliance_status,adverse_event_flagged
INT005816,2024-12-01,AG057,HCP0159,CL06,Phone,Promotional,20,Yes,Connected,No Action,0.7,1.0,Pass,No
INT005817,2024-09-26,AG038,HCP0078,CL05,Phone,Scientific Exchange,0,No,Voicemail,No Action,0.3,1.0,Pass,No
INT005818,2025-05-07,AG034,HCP0147,CL01,Email,Follow-up,2,Yes,Connected,Sample Drop,0.73,0.89,Pass,No
INT005819,2024-12-02,AG041,HCP0098,CL03,Phone,Follow-up,0,No,Voicemail,Schedule Follow-up,0.36,0.88,Pass,No
INT005820,2025-04-30,AG007,HCP0142,CL01,Phone,Follow-up,0,No,Declined,Escalate to MSL,0.45,0.85,Pass,Yes
INT005821,2024-04-20,AG019,HCP0240,CL02,Email,Scientific Exchange,0,No,No Answer,No Action,0.65,0.68,Review,No
INT005822,2024-08-25,AG044,HCP0075,CL03,Video,Scientific Exchange,13,Yes,Connected,Escalate to MSL,0.49,0.99,Pass,No
INT005823,2024-06-26,AG042,HCP0234,CL01,Video,Onboarding,6,Yes,Connected,Schedule Follow-up,0.82,0.81,Pass,No
INT005824,2024-09-13,AG001,HCP0169,CL07,Phone,Scientific Exchange,0,No,Voicemail,No Action,0.29,0.84,Pass,No
INT005825,2024-05-03,AG043,HCP0032,CL08,Email,Scientific Exchange,3,Yes,Connected,Send Clinical Data,0.63,0.95,Pass,No
INT005826,2024-08-04,AG002,HCP0282,CL07,Email,Scientific Exchange,1,Yes,Connected,Schedule Follow-up,0.61,0.9,Pass,No
INT005827,2024-04-09,AG024,HCP0278,CL05,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.7,0.93,Pass,No
INT005828,2025-05-17,AG010,HCP0158,CL01,Phone,Onboarding,21,Yes,Connected,No Action,0.59,0.93,Pass,No
INT005829,2025-04-15,AG003,HCP0085,CL05,Phone,Follow-up,10,Yes,Connected,Escalate to MSL,0.7,0.85,Pass,No
INT005830,2024-02-12,AG060,HCP0192,CL06,Phone,Promotional,15,Yes,Connected,Escalate to MSL,0.55,0.89,Pass,No
INT005831,2024-02-18,AG013,HCP0073,CL04,Email,Promotional,3,Yes,Connected,Schedule Follow-up,0.6,0.96,Pass,No
INT005832,2024-01-27,AG055,HCP0241,CL01,Phone,Promotional,14,Yes,Connected,Send Clinical Data,0.64,1.0,Pass,No
INT005833,2025-03-18,AG010,HCP0210,CL02,Video,Scientific Exchange,31,Yes,Connected,Escalate to MSL,0.48,1.0,Pass,No
INT005834,2025-05-18,AG011,HCP0247,CL04,Portal,Scientific Exchange,2,Yes,Connected,Escalate to MSL,0.29,0.95,Pass,No
INT005835,2024-05-14,AG034,HCP0290,CL07,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.53,0.94,Pass,No
INT005836,2025-06-12,AG025,HCP0005,CL04,Portal,Onboarding,2,Yes,Connected,No Action,0.5,0.83,Pass,No
INT005837,2024-06-26,AG009,HCP0246,CL08,Video,Onboarding,8,Yes,Connected,Escalate to MSL,0.16,0.92,Pass,No
INT005838,2024-09-03,AG046,HCP0096,CL04,Video,Follow-up,9,Yes,Connected,Schedule Follow-up,0.43,0.82,Pass,No
INT005839,2025-02-02,AG028,HCP0180,CL06,Video,Promotional,16,Yes,Connected,Escalate to MSL,0.75,0.87,Pass,No
INT005840,2025-03-03,AG020,HCP0221,CL08,Phone,Promotional,26,Yes,Connected,Schedule Follow-up,0.89,0.93,Pass,No
INT005841,2024-08-19,AG042,HCP0251,CL03,Phone,Scientific Exchange,24,Yes,Connected,Send Clinical Data,0.64,0.99,Pass,No
INT005842,2024-04-05,AG046,HCP0104,CL07,Phone,Onboarding,7,Yes,Connected,Sample Drop,1.0,0.76,Pass,No
INT005843,2025-01-30,AG013,HCP0191,CL08,Portal,Follow-up,0,No,No Answer,Send Clinical Data,0.38,0.87,Pass,No
INT005844,2024-06-23,AG038,HCP0026,CL08,Phone,Promotional,32,Yes,Connected,No Action,0.65,0.87,Pass,No
INT005845,2024-09-21,AG016,HCP0188,CL05,Phone,Follow-up,25,Yes,Connected,Escalate to MSL,0.69,0.99,Pass,No
INT005846,2024-10-25,AG015,HCP0277,CL05,Email,Follow-up,3,Yes,Connected,Escalate to MSL,0.4,0.81,Pass,No
INT005847,2024-10-10,AG036,HCP0068,CL06,Phone,Promotional,0,No,No Answer,No Action,0.32,0.82,Pass,No
INT005848,2025-03-21,AG007,HCP0044,CL06,Phone,Onboarding,14,Yes,Connected,Invite to Webinar,0.59,0.9,Pass,No
INT005849,2025-06-14,AG006,HCP0100,CL02,Phone,Follow-up,0,No,Voicemail,Send Clinical Data,0.49,0.79,Pass,No
INT005850,2025-02-06,AG021,HCP0053,CL07,Phone,Follow-up,0,No,Declined,Send Clinical Data,0.51,0.8,Pass,No
INT005851,2024-01-05,AG014,HCP0099,CL01,Email,Onboarding,3,Yes,Connected,Schedule Follow-up,0.9,0.89,Pass,No
INT005852,2025-03-23,AG037,HCP0138,CL07,Phone,Onboarding,5,Yes,Connected,Invite to Webinar,0.76,0.87,Pass,No
INT005853,2024-03-05,AG054,HCP0283,CL02,Phone,Follow-up,23,Yes,Connected,Send Clinical Data,0.41,0.88,Pass,No
INT005854,2025-01-25,AG054,HCP0014,CL04,Video,Scientific Exchange,0,No,Voicemail,Sample Drop,0.22,0.91,Pass,No
INT005855,2024-06-06,AG027,HCP0242,CL06,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.79,0.92,Pass,No
INT005856,2025-03-03,AG029,HCP0163,CL01,Portal,Promotional,3,Yes,Connected,Send Clinical Data,0.75,0.77,Pass,No
INT005857,2024-10-31,AG043,HCP0283,CL06,Portal,Promotional,0,No,No Answer,Escalate to MSL,0.23,0.96,Pass,No
INT005858,2024-10-08,AG005,HCP0144,CL05,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.37,0.94,Pass,No
INT005859,2024-01-09,AG037,HCP0262,CL06,Phone,Scientific Exchange,10,Yes,Connected,Escalate to MSL,0.54,0.95,Review,No
INT005860,2024-06-12,AG054,HCP0034,CL06,Video,Promotional,5,Yes,Connected,Send Clinical Data,0.96,0.88,Pass,No
INT005861,2024-02-26,AG044,HCP0003,CL08,Phone,Onboarding,21,Yes,Connected,Invite to Webinar,0.38,0.96,Pass,Yes
INT005862,2024-03-01,AG030,HCP0149,CL01,Phone,Follow-up,0,No,No Answer,Sample Drop,0.7,0.85,Pass,No
INT005863,2025-06-07,AG058,HCP0202,CL07,Email,Promotional,2,Yes,Connected,No Action,0.48,0.93,Pass,No
INT005864,2025-05-27,AG017,HCP0095,CL08,Email,Scientific Exchange,4,Yes,Connected,Invite to Webinar,0.7,0.9,Pass,No
INT005865,2025-01-04,AG022,HCP0265,CL08,Email,Promotional,0,No,Declined,Send Clinical Data,0.18,0.82,Pass,No
INT005866,2024-01-08,AG003,HCP0127,CL05,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.73,0.92,Pass,No
INT005867,2025-05-18,AG040,HCP0190,CL04,Phone,Follow-up,19,Yes,Connected,No Action,0.68,0.95,Pass,No
INT005868,2025-06-07,AG005,HCP0071,CL05,Phone,Promotional,9,Yes,Connected,No Action,0.49,1.0,Pass,No
INT005869,2024-10-03,AG031,HCP0162,CL08,Email,Promotional,0,No,Voicemail,Send Clinical Data,0.28,0.96,Pass,No
INT005870,2025-05-16,AG033,HCP0190,CL04,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.24,1.0,Pass,No
INT005871,2025-02-14,AG022,HCP0195,CL06,Phone,Promotional,7,Yes,Connected,Escalate to MSL,0.69,0.71,Review,No
INT005872,2025-03-25,AG052,HCP0200,CL07,Video,Follow-up,0,No,No Answer,Invite to Webinar,0.35,0.99,Pass,No
INT005873,2024-02-04,AG024,HCP0294,CL03,Phone,Promotional,0,No,Declined,Schedule Follow-up,0.36,0.82,Pass,No
INT005874,2024-12-14,AG011,HCP0230,CL04,Video,Follow-up,18,Yes,Connected,No Action,0.78,0.9,Pass,No
INT005875,2024-03-02,AG040,HCP0297,CL03,Video,Onboarding,16,Yes,Connected,No Action,0.69,0.9,Pass,No
INT005876,2024-06-15,AG019,HCP0108,CL07,Email,Follow-up,3,Yes,Connected,Invite to Webinar,0.63,0.99,Review,No
INT005877,2024-06-27,AG051,HCP0023,CL06,Phone,Scientific Exchange,0,No,Declined,Schedule Follow-up,0.55,0.82,Pass,No
INT005878,2024-10-10,AG039,HCP0052,CL07,Email,Promotional,4,Yes,Connected,No Action,0.68,0.92,Pass,No
INT005879,2024-06-28,AG039,HCP0127,CL01,Phone,Promotional,2,Yes,Connected,No Action,0.72,0.97,Pass,No
INT005880,2025-03-28,AG049,HCP0264,CL07,Portal,Promotional,1,Yes,Connected,Escalate to MSL,0.76,0.87,Pass,No
INT005881,2024-05-04,AG044,HCP0053,CL07,Video,Promotional,9,Yes,Connected,Schedule Follow-up,0.65,1.0,Pass,No
INT005882,2025-01-14,AG002,HCP0228,CL04,Video,Scientific Exchange,8,Yes,Connected,Invite to Webinar,0.65,0.9,Pass,No
INT005883,2024-10-05,AG045,HCP0112,CL04,Phone,Promotional,10,Yes,Connected,Schedule Follow-up,0.84,0.89,Pass,No
INT005884,2025-02-15,AG023,HCP0199,CL08,Email,Follow-up,1,Yes,Connected,No Action,0.41,0.91,Pass,No
INT005885,2024-02-27,AG011,HCP0128,CL04,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.26,0.9,Pass,No
INT005886,2024-07-23,AG042,HCP0081,CL01,Phone,Promotional,21,Yes,Connected,Escalate to MSL,0.55,0.88,Pass,No
INT005887,2025-02-24,AG034,HCP0207,CL05,Email,Onboarding,2,Yes,Connected,Escalate to MSL,0.46,0.86,Pass,No
INT005888,2024-05-10,AG023,HCP0180,CL02,Video,Promotional,12,Yes,Connected,Escalate to MSL,0.5,0.85,Pass,No
INT005889,2025-01-31,AG006,HCP0184,CL01,Phone,Scientific Exchange,27,Yes,Connected,Send Clinical Data,0.88,0.75,Pass,No
INT005890,2025-05-28,AG039,HCP0147,CL06,Phone,Promotional,3,Yes,Connected,Escalate to MSL,0.56,0.82,Pass,No
INT005891,2024-05-26,AG034,HCP0043,CL08,Email,Follow-up,1,Yes,Connected,Sample Drop,0.8,0.82,Pass,No
INT005892,2024-04-28,AG034,HCP0108,CL05,Phone,Onboarding,0,No,Voicemail,Send Clinical Data,0.2,0.97,Pass,No
INT005893,2025-05-22,AG016,HCP0269,CL02,Portal,Follow-up,4,Yes,Connected,Send Clinical Data,0.47,0.85,Pass,No
INT005894,2024-07-26,AG051,HCP0141,CL04,Video,Scientific Exchange,0,No,Voicemail,Invite to Webinar,0.5,0.8,Pass,No
INT005895,2024-12-16,AG047,HCP0188,CL07,Phone,Promotional,3,Yes,Connected,Invite to Webinar,0.33,0.84,Pass,No
INT005896,2024-08-03,AG027,HCP0039,CL04,Email,Follow-up,2,Yes,Connected,Schedule Follow-up,0.27,0.9,Pass,No
INT005897,2025-05-13,AG048,HCP0234,CL08,Video,Follow-up,16,Yes,Connected,Escalate to MSL,0.47,0.92,Pass,No
INT005898,2024-07-12,AG017,HCP0263,CL04,Email,Follow-up,3,Yes,Connected,Invite to Webinar,0.77,0.95,Pass,No
INT005899,2024-03-14,AG059,HCP0134,CL07,Email,Promotional,4,Yes,Connected,Send Clinical Data,0.88,0.82,Pass,No
INT005900,2024-03-26,AG018,HCP0251,CL02,Portal,Follow-up,1,Yes,Connected,Schedule Follow-up,0.85,0.89,Pass,No
INT005901,2025-01-26,AG011,HCP0230,CL08,Email,Follow-up,4,Yes,Connected,Invite to Webinar,0.75,0.82,Pass,No
INT005902,2025-03-15,AG012,HCP0156,CL03,Email,Promotional,2,Yes,Connected,No Action,0.43,0.94,Pass,No
INT005903,2025-03-14,AG031,HCP0053,CL03,Email,Follow-up,3,Yes,Connected,Invite to Webinar,0.88,0.82,Pass,No
INT005904,2024-04-11,AG046,HCP0135,CL06,Email,Follow-up,4,Yes,Connected,No Action,0.65,1.0,Pass,No
INT005905,2024-06-15,AG026,HCP0049,CL05,Email,Onboarding,1,Yes,Connected,Invite to Webinar,0.93,0.93,Pass,No
INT005906,2024-12-18,AG040,HCP0222,CL03,Email,Scientific Exchange,0,No,Voicemail,No Action,0.56,0.9,Pass,No
INT005907,2024-05-25,AG016,HCP0073,CL06,Phone,Follow-up,0,No,Voicemail,Invite to Webinar,0.23,0.87,Pass,No
INT005908,2025-04-21,AG019,HCP0031,CL03,Video,Scientific Exchange,16,Yes,Connected,Send Clinical Data,0.32,0.99,Pass,No
INT005909,2025-01-28,AG006,HCP0117,CL04,Phone,Follow-up,0,No,Declined,Send Clinical Data,0.33,0.96,Pass,No
INT005910,2025-04-17,AG042,HCP0131,CL04,Phone,Promotional,0,No,Declined,Send Clinical Data,0.45,0.8,Pass,Yes
INT005911,2025-05-24,AG031,HCP0261,CL06,Phone,Follow-up,0,No,Voicemail,Send Clinical Data,0.29,0.86,Pass,No
INT005912,2024-01-18,AG054,HCP0221,CL05,Phone,Promotional,6,Yes,Connected,Schedule Follow-up,0.64,0.92,Pass,No
INT005913,2025-01-20,AG043,HCP0085,CL01,Portal,Scientific Exchange,1,Yes,Connected,No Action,0.87,0.93,Pass,No
INT005914,2024-04-16,AG039,HCP0001,CL03,Phone,Scientific Exchange,0,No,Voicemail,Send Clinical Data,0.47,0.83,Pass,No
INT005915,2024-08-09,AG046,HCP0182,CL03,Email,Scientific Exchange,1,Yes,Connected,Sample Drop,0.72,0.89,Pass,No
INT005916,2025-05-04,AG009,HCP0284,CL04,Phone,Promotional,8,Yes,Connected,Escalate to MSL,0.87,0.93,Pass,No
INT005917,2024-02-26,AG025,HCP0103,CL01,Phone,Scientific Exchange,0,No,Voicemail,Schedule Follow-up,0.24,0.78,Pass,Yes
INT005918,2025-03-05,AG002,HCP0144,CL07,Portal,Scientific Exchange,0,No,Voicemail,Sample Drop,0.43,0.83,Pass,No
INT005919,2024-02-25,AG011,HCP0109,CL04,Phone,Scientific Exchange,25,Yes,Connected,No Action,0.77,0.95,Pass,No
INT005920,2024-05-28,AG054,HCP0179,CL02,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.32,0.78,Pass,No
INT005921,2024-05-20,AG060,HCP0218,CL08,Portal,Promotional,3,Yes,Connected,Sample Drop,0.57,0.99,Pass,No
INT005922,2024-05-12,AG030,HCP0277,CL03,Phone,Follow-up,19,Yes,Connected,No Action,0.81,0.93,Pass,No
INT005923,2024-08-09,AG001,HCP0220,CL06,Video,Onboarding,0,No,Declined,No Action,0.16,0.99,Pass,No
INT005924,2024-12-10,AG058,HCP0079,CL02,Phone,Follow-up,21,Yes,Connected,Invite to Webinar,0.88,1.0,Pass,No
INT005925,2025-06-24,AG033,HCP0238,CL05,Email,Follow-up,2,Yes,Connected,Invite to Webinar,0.66,0.9,Pass,No
INT005926,2024-01-09,AG054,HCP0264,CL04,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.61,0.93,Pass,No
INT005927,2024-04-03,AG017,HCP0186,CL03,Email,Promotional,3,Yes,Connected,Schedule Follow-up,0.57,1.0,Pass,No
INT005928,2024-03-28,AG005,HCP0130,CL08,Phone,Follow-up,20,Yes,Connected,Invite to Webinar,0.45,0.92,Pass,No
INT005929,2025-04-17,AG058,HCP0009,CL02,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.87,0.96,Pass,No
INT005930,2024-05-10,AG011,HCP0112,CL01,Phone,Promotional,20,Yes,Connected,Schedule Follow-up,0.67,0.86,Pass,No
INT005931,2024-06-06,AG054,HCP0224,CL07,Phone,Follow-up,14,Yes,Connected,Escalate to MSL,0.81,0.99,Pass,No
INT005932,2024-08-13,AG045,HCP0193,CL05,Email,Promotional,4,Yes,Connected,Send Clinical Data,0.58,0.9,Pass,No
INT005933,2024-08-31,AG034,HCP0078,CL04,Phone,Promotional,14,Yes,Connected,Send Clinical Data,0.68,1.0,Pass,No
INT005934,2024-02-18,AG021,HCP0134,CL07,Email,Scientific Exchange,3,Yes,Connected,No Action,0.39,0.93,Pass,No
INT005935,2025-01-14,AG025,HCP0260,CL07,Phone,Scientific Exchange,0,No,Voicemail,No Action,0.68,0.84,Pass,No
INT005936,2025-04-23,AG057,HCP0215,CL04,Email,Follow-up,3,Yes,Connected,Escalate to MSL,0.96,0.97,Pass,No
INT005937,2024-07-04,AG060,HCP0179,CL01,Portal,Scientific Exchange,3,Yes,Connected,Send Clinical Data,0.48,0.95,Pass,No
INT005938,2024-12-19,AG044,HCP0282,CL01,Phone,Follow-up,16,Yes,Connected,Schedule Follow-up,0.62,0.79,Pass,No
INT005939,2024-04-20,AG060,HCP0143,CL07,Email,Promotional,2,Yes,Connected,Escalate to MSL,0.43,0.99,Pass,No
INT005940,2025-03-12,AG059,HCP0021,CL05,Phone,Promotional,0,No,Declined,Invite to Webinar,0.43,1.0,Pass,No
INT005941,2024-09-28,AG042,HCP0256,CL05,Email,Scientific Exchange,3,Yes,Connected,Escalate to MSL,1.0,0.93,Pass,No
INT005942,2025-03-24,AG013,HCP0058,CL03,Portal,Follow-up,1,Yes,Connected,Escalate to MSL,0.42,0.86,Pass,No
INT005943,2024-07-01,AG038,HCP0219,CL04,Phone,Follow-up,0,No,No Answer,Sample Drop,0.76,0.86,Pass,No
INT005944,2024-03-26,AG031,HCP0068,CL03,Phone,Follow-up,15,Yes,Connected,No Action,0.65,0.92,Pass,No
INT005945,2024-08-17,AG037,HCP0090,CL03,Email,Follow-up,1,Yes,Connected,Send Clinical Data,0.63,0.83,Pass,No
INT005946,2024-03-18,AG031,HCP0255,CL08,Email,Promotional,1,Yes,Connected,Invite to Webinar,0.99,0.83,Pass,No
INT005947,2025-05-07,AG041,HCP0196,CL03,Phone,Follow-up,9,Yes,Connected,Sample Drop,0.38,1.0,Pass,No
INT005948,2024-09-14,AG060,HCP0225,CL05,Phone,Scientific Exchange,14,Yes,Connected,Sample Drop,0.53,0.83,Pass,No
INT005949,2025-01-29,AG060,HCP0213,CL03,Phone,Follow-up,22,Yes,Connected,Sample Drop,0.8,0.82,Pass,No
INT005950,2024-05-22,AG013,HCP0177,CL08,Phone,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.94,1.0,Pass,No
INT005951,2024-09-18,AG054,HCP0069,CL05,Phone,Promotional,7,Yes,Connected,Schedule Follow-up,0.55,0.86,Pass,No
INT005952,2024-10-16,AG048,HCP0232,CL06,Portal,Scientific Exchange,4,Yes,Connected,Sample Drop,0.7,0.95,Pass,No
INT005953,2024-07-26,AG025,HCP0179,CL06,Phone,Follow-up,15,Yes,Connected,Escalate to MSL,0.64,0.95,Pass,No
INT005954,2024-06-06,AG040,HCP0080,CL06,Phone,Promotional,18,Yes,Connected,Escalate to MSL,0.38,0.96,Pass,No
INT005955,2025-06-28,AG031,HCP0141,CL03,Email,Promotional,2,Yes,Connected,Schedule Follow-up,0.48,0.86,Pass,No
INT005956,2025-01-27,AG023,HCP0260,CL01,Video,Follow-up,0,No,Voicemail,Invite to Webinar,0.46,0.92,Pass,No
INT005957,2025-02-22,AG011,HCP0248,CL04,Email,Scientific Exchange,4,Yes,Connected,Escalate to MSL,0.41,0.95,Pass,No
INT005958,2025-01-14,AG060,HCP0117,CL04,Email,Follow-up,2,Yes,Connected,Send Clinical Data,0.89,0.89,Pass,No
INT005959,2024-06-15,AG031,HCP0217,CL03,Phone,Promotional,0,No,Voicemail,Escalate to MSL,0.48,0.91,Pass,No
INT005960,2024-03-30,AG021,HCP0147,CL08,Phone,Scientific Exchange,9,Yes,Connected,Escalate to MSL,0.75,0.82,Pass,No
INT005961,2024-04-01,AG052,HCP0095,CL07,Email,Promotional,2,Yes,Connected,No Action,0.42,0.88,Pass,No
INT005962,2024-05-23,AG017,HCP0147,CL05,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.16,0.9,Pass,No
INT005963,2024-05-20,AG037,HCP0201,CL02,Email,Scientific Exchange,1,Yes,Connected,Send Clinical Data,0.67,0.91,Pass,No
INT005964,2024-05-17,AG045,HCP0008,CL05,Phone,Follow-up,20,Yes,Connected,Invite to Webinar,0.6,1.0,Pass,No
INT005965,2024-11-09,AG009,HCP0130,CL08,Phone,Scientific Exchange,13,Yes,Connected,Sample Drop,0.75,1.0,Pass,No
INT005966,2025-01-22,AG003,HCP0203,CL08,Video,Scientific Exchange,5,Yes,Connected,Escalate to MSL,0.79,0.99,Pass,No
INT005967,2025-04-09,AG014,HCP0042,CL02,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.43,0.79,Pass,No
INT005968,2024-01-01,AG013,HCP0291,CL06,Phone,Scientific Exchange,2,Yes,Connected,Sample Drop,0.6,0.95,Pass,No
INT005969,2024-01-15,AG030,HCP0130,CL05,Phone,Follow-up,2,Yes,Connected,No Action,0.58,0.92,Pass,No
INT005970,2025-06-22,AG008,HCP0108,CL07,Email,Follow-up,1,Yes,Connected,Send Clinical Data,0.51,0.79,Pass,No
INT005971,2024-06-09,AG022,HCP0178,CL05,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.31,0.88,Pass,No
INT005972,2024-06-19,AG057,HCP0184,CL06,Phone,Scientific Exchange,30,Yes,Connected,No Action,0.58,0.81,Pass,No
INT005973,2024-07-10,AG044,HCP0287,CL03,Email,Promotional,0,No,Declined,Invite to Webinar,0.37,0.89,Pass,No
INT005974,2025-03-30,AG018,HCP0090,CL01,Phone,Scientific Exchange,0,No,Voicemail,Sample Drop,0.46,0.78,Pass,No
INT005975,2024-11-23,AG037,HCP0092,CL07,Portal,Promotional,4,Yes,Connected,Escalate to MSL,0.5,0.85,Pass,No
INT005976,2024-01-26,AG035,HCP0071,CL02,Email,Promotional,2,Yes,Connected,Invite to Webinar,0.71,0.89,Pass,No
INT005977,2024-07-29,AG059,HCP0258,CL02,Phone,Promotional,14,Yes,Connected,Send Clinical Data,0.58,0.95,Pass,No
INT005978,2024-04-07,AG042,HCP0093,CL03,Email,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.5,0.9,Pass,No
INT005979,2025-01-23,AG046,HCP0259,CL01,Email,Follow-up,4,Yes,Connected,No Action,0.76,0.89,Pass,No
INT005980,2024-03-28,AG042,HCP0173,CL06,Video,Promotional,18,Yes,Connected,Sample Drop,0.62,1.0,Pass,No
INT005981,2024-05-11,AG040,HCP0012,CL01,Phone,Follow-up,14,Yes,Connected,Send Clinical Data,0.54,0.89,Pass,No
INT005982,2024-12-27,AG014,HCP0245,CL08,Email,Promotional,1,Yes,Connected,Send Clinical Data,0.7,1.0,Pass,No
INT005983,2024-11-14,AG046,HCP0079,CL03,Phone,Onboarding,0,No,Voicemail,Send Clinical Data,0.36,0.94,Pass,No
INT005984,2024-05-02,AG010,HCP0006,CL06,Email,Promotional,2,Yes,Connected,Send Clinical Data,0.51,0.93,Pass,No
INT005985,2024-11-02,AG001,HCP0124,CL08,Portal,Scientific Exchange,4,Yes,Connected,Schedule Follow-up,0.44,0.92,Pass,No
INT005986,2024-11-25,AG050,HCP0094,CL03,Email,Promotional,3,Yes,Connected,Sample Drop,0.54,0.95,Pass,No
INT005987,2024-04-28,AG050,HCP0009,CL07,Email,Promotional,0,No,Voicemail,Send Clinical Data,0.21,0.92,Pass,No
INT005988,2024-06-19,AG050,HCP0237,CL01,Phone,Follow-up,8,Yes,Connected,Send Clinical Data,0.77,0.91,Pass,No
INT005989,2025-02-05,AG021,HCP0218,CL07,Phone,Scientific Exchange,15,Yes,Connected,Sample Drop,0.7,0.97,Pass,No
INT005990,2024-04-18,AG021,HCP0080,CL01,Video,Scientific Exchange,11,Yes,Connected,Invite to Webinar,0.44,1.0,Pass,No
INT005991,2024-03-31,AG053,HCP0296,CL05,Phone,Follow-up,0,No,No Answer,Schedule Follow-up,0.57,1.0,Pass,No
INT005992,2024-05-22,AG007,HCP0220,CL05,Email,Scientific Exchange,2,Yes,Connected,No Action,0.72,0.9,Pass,No
INT005993,2024-02-10,AG023,HCP0236,CL06,Video,Follow-up,14,Yes,Connected,Send Clinical Data,0.94,0.94,Pass,No
INT005994,2025-06-12,AG012,HCP0291,CL04,Video,Promotional,0,No,Declined,Invite to Webinar,0.59,0.88,Pass,No
INT005995,2025-06-19,AG034,HCP0193,CL03,Video,Scientific Exchange,3,Yes,Connected,Schedule Follow-up,0.62,0.95,Pass,No
INT005996,2024-05-15,AG033,HCP0114,CL03,Phone,Promotional,18,Yes,Connected,Schedule Follow-up,0.53,0.92,Pass,No
INT005997,2024-11-09,AG023,HCP0171,CL07,Email,Follow-up,2,Yes,Connected,Schedule Follow-up,0.72,0.94,Pass,No
INT005998,2024-07-13,AG029,HCP0033,CL06,Phone,Onboarding,0,No,No Answer,Schedule Follow-up,0.42,0.93,Pass,No
INT005999,2025-02-26,AG021,HCP0080,CL04,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.33,0.83,Pass,No
INT006000,2024-11-27,AG039,HCP0189,CL02,Portal,Promotional,1,Yes,Connected,Send Clinical Data,0.4,0.94,Pass,No
INT006001,2024-10-20,AG049,HCP0252,CL05,Video,Follow-up,11,Yes,Connected,Send Clinical Data,0.85,0.94,Pass,No
INT006002,2024-02-14,AG013,HCP0098,CL07,Email,Promotional,1,Yes,Connected,Escalate to MSL,0.58,0.98,Pass,No
INT006003,2024-08-25,AG006,HCP0071,CL06,Email,Promotional,1,Yes,Connected,Send Clinical Data,0.82,0.93,Pass,No
INT006004,2025-01-06,AG033,HCP0017,CL07,Phone,Scientific Exchange,7,Yes,Connected,No Action,0.67,1.0,Pass,No
INT006005,2024-10-04,AG022,HCP0031,CL03,Video,Promotional,2,Yes,Connected,Schedule Follow-up,0.64,0.8,Pass,No
INT006006,2024-02-08,AG019,HCP0131,CL03,Email,Scientific Exchange,2,Yes,Connected,Sample Drop,0.58,0.91,Pass,No
INT006007,2024-01-25,AG005,HCP0266,CL07,Phone,Promotional,9,Yes,Connected,Schedule Follow-up,0.78,0.9,Pass,No
INT006008,2024-12-30,AG043,HCP0072,CL06,Video,Promotional,0,No,Declined,Invite to Webinar,0.04,0.92,Pass,No
INT006009,2024-03-28,AG049,HCP0197,CL04,Video,Scientific Exchange,10,Yes,Connected,No Action,0.61,0.88,Pass,No
INT006010,2025-02-25,AG058,HCP0044,CL05,Email,Onboarding,2,Yes,Connected,Schedule Follow-up,0.64,0.88,Pass,No
INT006011,2024-12-30,AG007,HCP0017,CL06,Phone,Promotional,11,Yes,Connected,No Action,0.77,0.8,Pass,No
INT006012,2024-10-23,AG030,HCP0159,CL05,Email,Promotional,2,Yes,Connected,No Action,0.52,0.95,Pass,No
INT006013,2024-10-29,AG029,HCP0245,CL02,Email,Follow-up,2,Yes,Connected,Schedule Follow-up,0.38,0.96,Pass,No
INT006014,2025-06-15,AG033,HCP0248,CL04,Video,Follow-up,0,No,Declined,Sample Drop,0.56,0.81,Pass,No
INT006015,2024-03-12,AG015,HCP0195,CL03,Phone,Promotional,0,No,Voicemail,Escalate to MSL,0.48,0.91,Pass,No
INT006016,2024-07-20,AG015,HCP0231,CL03,Video,Follow-up,0,No,No Answer,Schedule Follow-up,0.42,0.88,Pass,No
INT006017,2025-03-13,AG029,HCP0264,CL01,Phone,Promotional,2,Yes,Connected,Escalate to MSL,0.41,0.81,Pass,No
INT006018,2024-06-04,AG008,HCP0226,CL08,Video,Scientific Exchange,0,No,Voicemail,Schedule Follow-up,0.44,0.93,Pass,No
INT006019,2024-03-20,AG040,HCP0243,CL05,Phone,Scientific Exchange,28,Yes,Connected,Escalate to MSL,0.84,0.91,Pass,No
INT006020,2024-03-12,AG005,HCP0263,CL02,Portal,Scientific Exchange,1,Yes,Connected,Send Clinical Data,0.77,0.78,Pass,No
